,tt,type,ru,,
,Ләйлә ,proper,Лёйля,,
,Люция ,proper,Люция,,
,Марат ,proper,Марат,,
,Марс ,proper masculine,Марс,,
,Марс ,noun,марс,,
,Мәдинә ,proper,Мадина,,
,Мәдинә ,nonetype,медина,,
,Маһинур ,proper,Магинур,,
,Мәгъмүрә ,proper,Магмура,,
,Мансур ,proper,Мансур,,
,Марсель ,proper,Марсель,,
,Маһирә ,proper,Магира,,
,Мәгъсум ,proper,Магсум,,
,Мәгъсудә ,proper,Магсуда,,
,Мәгъсүмә ,proper,Магсума,,
,Мәликә ,proper,Малика,,
,Мәгърүфә ,proper,Магруфа,,
,Мәҗит ,proper,Мазит,,
,Мөхлисә ,proper,Мухлиса,,
,Ләбибә ,proper,Лябиба,,
,Муса ,proper masculine,Моисей,,
,Муса ,proper,Муса,,
,Надирә ,proper,Надира,,
,Наил ,proper,Наиль,,
,Наһар ,proper,Нахар,,
,Мәйсәрә ,proper,Майсара,,
,Нәкый ,proper,Наки,,
,Мәрьям ,proper,Мария,,
,Мәрьям ,proper,Марьям,,
,Мәсрүрә ,proper,Масрура,,
,Мәмдүдә ,proper,Мамдуда,,
,Мәрдән ,proper,Мардан,,
,Мәрзия ,proper,Марзия,,
,Мәсгудә ,proper,Масгуда,,
,Мәүлия ,proper,Маулия,,
,Мәхфүзә ,proper,Махфуза,,
,Миңнур ,proper,Миннур,,
,Мәрфуга ,proper,Марфуга,,
,Мәсгут ,proper,Масгут,,
,Ләйсән ,proper,Лейсан,,
,Мәүлидә ,proper,Маулида,,
,Ленар ,proper,Ленар,,
,Лия ,proper,Лия,,
,Мәхмүт ,proper,Махмут,,
,Миңлегөл ,proper,Миннигуль,,
,Мәүлиха ,proper,Маулиха,,
,Малик ,proper,Малик,,
,Маннур ,proper,Маннур,,
,Мәфрүзә ,proper,Мафруза,,
,Миләүшә ,proper,Миляуша,,
,Мәфтуха ,proper,Мафтуха,,
,Мидхәт ,proper,Мидхат,,
,Миңсылу ,proper,Минсылу,,
,Миңниса ,proper,Минниса,,
,Нәсимә ,proper,Насима,,
,Нәсих ,proper,Насих,,
,Нәфыйк ,proper,Нафик,,
,Низам ,proper,Низам,,
,Нияз ,proper,Нияз,,
,Нур ,proper,Нур,,
,Нур ,noun masculine,луч,,
,Нур ,noun masculine,луч,,
,Нурания ,proper,Нурания,,
,Миргалим ,proper,Миргалим,,
,Миркасыйм ,proper,Миркасим,,
,Нургали ,proper,Нургали,,
,Нурзидә ,proper,Нурзида,,
,Нури ,proper,Нури,,
,Нурсөя ,proper,Нурсия,,
,Рабига ,proper,Рабига,,
,Разия ,proper,Разия,,
,Рания ,proper,Рания,,
,Минһаҗ ,proper,Мингаз,,
,Мирсәет ,proper,Мирсаит,,
,Раушания ,proper,Раушания,,
,Рафаэль ,proper,Рафаэль,,
,Рәдиф ,proper,Радиф,,
,Резеда ,proper,Резеда,,
,Рәиф ,proper,Раиф,,
,Мифтах ,proper,Мифтах,,
,Мөнҗия ,proper,Мунжия,,
,Морат ,proper,Мурат,,
,Морат ,noun,стремление,,
,Мөслимә ,proper,Муслима,,
,Мостафа ,proper,Мустафа,,
,Мөхәммәт ,proper masculine,Магомет,,
,Мөхәммәт ,masculine,Мохаммед,,
,Мөхәммәт ,masculine,Мухаммад,,
,Мөхәммәт ,masculine,Мухаммед,,
,Мөхәммәт ,proper,Мухаммет,,
,Мөнәвәрә ,proper,Мунавара,,
,Мөнирә ,proper,Мунира,,
,Мөнир ,proper,Мунир,,
,Мөршидә ,proper,Муршида,,
,Мөсфирә ,proper,Мусфира,,
,Рәкыйп ,proper,Ракип,,
,Рәсимә ,proper,Расима,,
,Рәсифә ,proper,Расифа,,
,Мохтар ,proper,Мухтар,,
,Наҗия ,proper,Нажия,,
,Нәзафәт ,proper,Назафат,,
,Нәзифә ,proper,Назифа,,
,Нәкыя ,proper,Накия,,
,Наилә ,proper,Наиля,,
,Нәби ,proper,Наби,,
,Нәгыйм ,proper,Нагим,,
,Нәгыймә ,proper,Нагима,,
,Нәҗибә ,proper,Наджиба,,
,Нәзимә ,proper,Назима,,
,Нәкыйп ,proper,Накип,,
,Нәфига ,proper,Нафига,,
,Мулланур ,proper,Мулланур,,
,Надир ,proper,Надир,,
,Назыйм ,proper,Назим,,
,Нәҗип ,proper,Наджип,,
,Нәзирә ,proper,Назира,,
,Нәсихә ,proper,Насиха,,
,Рәүф ,proper,Рауф,,
,Рәфгать ,proper,Рафгат,,
,Рәфига ,proper,Рафига,,
,Рәхимә ,proper,Рахима,,
,Рәшит ,proper,Рашит,,
,Риза ,proper,Риза,,
,Риза ,adverb,согласно,,
,Риза ,adjective,согласный,,
,Нил ,proper,Нил,,
,Нил ,nonetype,нил,,
,Ногман ,proper,Нугман,,
,Нәфисә ,proper,Нафиса,,
,Өлфәт ,proper,Ульфат,,
,Раил ,proper,Раиль,,
,Рамазан ,proper,Рамазан,,
,Рамазан ,proper masculine,рамадан,,
,Рамазан ,proper masculine,рамазан,,
,Расиха ,proper,Расиха,,
,Нурия ,proper,Нурия,,
,Нурсәнә ,proper,Нурсана,,
,Өммегөлсем ,proper,Уммууульсум,,
,Равил ,proper,Равиль,,
,Равия ,proper,Равия,,
,Раилә ,proper,Раиля,,
,Оркыя ,proper,Уркия,,
,Очкын ,proper,Учкун,,
,Очкын ,noun feminine,искра,,
,Равилә ,proper,Равиля,,
,Ракыя ,proper,Ракия,,
,Ралина ,proper,Ралина,,
,Расих ,proper,Расих,,
,Рауза ,proper,Рауза,,
,Рафига ,proper,Рафиа,,
,Радик ,proper,Радик,,
,Рәдифә ,proper,Радифа,,
,Рәим ,proper,Раим,,
,Рәис ,proper,Раис,,
,Рәис ,nonetype,глава государства,,
,Рәис ,noun masculine,председатель,,
,Рәис ,noun masculine,президент,,
,Рәйлә ,proper,Райля,,
,Рәйханә ,proper,Райхана,,
,Рәмзи ,proper,Рамзи,,
,Рашат ,proper,Рашат,,
,Рәгъдә ,proper,Рагда,,
,Рәзилә ,proper,Разиля,,
,Рәзифә ,proper,Разифа,,
,Рәйсә ,proper,Райса,,
,Рәмил ,proper,Рамиль,,
,Рәҗәп ,proper,Разяп,,
,Рәзинә ,proper,Разина,,
,Рәмзия ,proper,Рамзия,,
,Рәсим ,proper,Расим,,
,Рәсүл ,proper,Расуль,,
,Рәүфә ,proper,Рауфа,,
,Рәфкать ,proper,Рафкат,,
,Рәфис ,proper,Рафис,,
,Рәмилә ,proper,Рамиля,,
,Ренат ,proper,Ренат,,
,Рәсилә ,proper,Расиля,,
,Рәфинә ,proper,Рафина,,
,Рәфыйк ,proper,Рафик,,
,Рәхим ,proper,Рахим,,
,Рәхим ,noun,милосердие,,
,Рәхим ,noun,милость,,
,Рәхим ,noun,пощада,,
,Рәхилә ,proper,Рахиля,,
,Рәшидә ,proper,Рашида,,
,Рифат ,proper,Рифат,,
,Рифкать ,proper,Рифкат,,
,Рөстәм ,proper,Рустам,,
,Рузидә ,proper,Рузида,,
,Руслан ,proper,Руслан,,
,Саҗидә ,proper,Сажида,,
,Салисә ,proper,Салиса,,
,Салих ,proper,Салих,,
,Ризван ,proper,Ризван,,
,Роза ,proper,Роза,,
,Рузилә ,proper,Рузиля,,
,Рузия ,proper,Рузия,,
,Румия ,proper,Румия,,
,Руфина ,proper,Руфина,,
,Рушания ,proper,Рушания,,
,Сабир ,proper,Сабир,,
,Рифа ,proper,Рифа,,
,Роберт ,proper,Роберт,,
,Розалия ,proper,Розалия,,
,Руфия ,proper,Руфия,,
,Рушан ,proper,Рушан,,
,Садрый ,proper,Садри,,
,Сания ,proper,Сания,,
,Рим ,proper masculine,Рим,,
,Рим ,nonetype,рим,,
,Риф ,proper,Риф,,
,Рифгать ,proper,Рифгат,,
,Ришат ,proper,Ришат,,
,Рймма ,proper,Римма,,
,Рузәл ,proper,Рузиль,,
,Сабит ,proper,Сабит,,
,Саимә ,proper,Саима,,
,Салават ,proper,Салават,,
,Самат ,proper,Самат,,
,Саттар ,proper,Саттар,,
,Сафия ,proper,Сафия,,
,Сәгадәт ,proper,Сагадат,,
,Сәгадәт ,noun neuter,счастье,,
,Сәгадәт ,noun feminine,радость,,
,Сәгыйть ,proper,Сагит,,
,Сәйдә ,proper,Саида,,
,Сәкинә ,proper,Сакина,,
,Сафуан ,proper,Сафуан,,
,Сафура ,proper,Сафура,,
,Сәйдәш ,proper,Сайдаш,,
,Сәвия ,proper,Савия,,
,Сәгыйдә ,proper,Сагида,,
,Сәет ,proper,Саит,,
,Сара ,proper,Сара,,
,Сафа ,proper,Сафа,,
,Сәйфи ,proper,Сайфи,,
,Сәлам ,proper,Салям,,
,Сәлам ,noun masculine,привет,,
,Сәлам ,interjection,добрый день,,
,Сәлам ,adjective interjection,здорово,,
,Сәлам ,interjection verb,здравствуй,,
,Сәлам ,interjection verb,здравствуйте,,
,Сәлам ,interjection,здрасте,,
,Сәлам ,noun,салам,,
,Сәлам ,noun,салом,,
,Сәлам ,noun interjection,салют,,
,Сәлам ,nonetype,салям,,
,Сәлам ,noun,селям,,
,Сәлимә ,proper,Салима,,
,Сәлиха ,proper,Салиха,,
,Сәрвәр ,proper,Сарвар,,
,Сәрия ,proper,Сария,,
,Сәлия ,proper,Салия,,
,Сәрвиназ ,proper,Сарвиназ,,
,Сирай ,proper,Сирай,,
,Сәләх ,proper,Салих,,
,Сәлим ,proper,Салим,,
,Сәрбиназ ,proper,Сарбиназ,,
,Сибгать ,proper,Сибгат,,
,Сәүбән ,proper,Саубан,,
,Сәхия ,proper,Сахия,,
,Сөләйман ,proper,Сулейман,,
,Сөмбел ,proper,Сюмбель,,
,Сорур: ,proper,Сорур,,
,Сылу ,proper,Сылу,,
,Сылу ,adjective,изящный,,
,Сылу ,adjective,стройный,,
,Сусылу ,proper,Сусылу,,
,Таҗи ,proper,Тази,,
,Солтания ,proper,Султания,,
,Срур ,proper,Срур,,
,Сөембикә ,proper,Сююмбике,,
,Солтан ,proper,Султан,,
,Солтан ,noun masculine,султан,,
,Суфия ,proper,Суфия,,
,Суфиян ,proper,Суфиян,,
,Таифә ,proper,Таифа,,
,Тәзкирә ,proper,Тазкира,,
,Тәнзилә ,proper,Танзиля,,
,Тәлига ,proper,Талига,,
,Таңсылу ,proper,Тансылу,,
,Таһир ,proper,Тагир,,
,Таһирә ,proper,Тагира,,
,Тәгъзимә ,proper,Тагзима,,
,Тәслимә ,proper,Таслима,,
,Талия ,proper,Талия,,
,Тәлгать ,proper,Талгат,,
,Тәнвирә ,proper,Танвира,,
,Тәслия ,proper,Таслия,,
,Тимур ,proper,Тимур,,
,Туфан ,proper,Туфан,,
,Фәйзи ,proper,Файзи,,
,Фәнзилә ,proper,Фанзиля,,
,Файзә ,proper,Файза,,
,Факиһә ,proper,Факиха,,
,Фатыйх ,proper,Фатих,,
,Фаяз ,proper,Фаяз,,
,Фәния ,proper,Фания,,
,Фәнүзә ,proper,Фануза,,
,Фаез ,proper,Фаиз,,
,Фазыл ,proper,Фазыл,,
,Фарсил ,proper,Фарсиль,,
,Фасил ,proper,Фасиль,,
,Фатыйма ,proper,Фатима,,
,Фатыйха ,proper,Фатиха,,
,Фатыйха ,noun neuter,благословение,,
,Фахирә ,proper,Фахира,,
,Тәүзих ,proper,Тавзих,,
,Фәнис ,proper,Фанис,,
,Фәрит ,proper,Фарит,,
,Фәсилә ,proper,Фасиля,,
,Фәүия ,proper,Фавия,,
,Фәрдия ,proper,Фардия,,
,Фәридә ,proper,Фарида,,
,Фәрханә ,proper,Фархана,,
,Фәтхи ,proper,Фатхи,,
,Фәүзия ,proper,Фаузия,,
,Фәхерниса ,proper,Фахерниса,,
,Тукай ,proper,Тукай,,
,Фәһим ,proper,Фагим,,
,Үзбәк ,proper,Узбек,,
,Үзбәк ,noun masculine,узбек,,
,Урал ,proper,Урал,,
,Фаикъ ,proper,Фаик,,
,Фарук ,proper,Фарук,,
,Фәез ,proper,Фаиз,,
,Фәгыйлә ,proper,Фагиля,,
,Төхфәт ,proper,Тухфат,,
,Фазилә ,proper,Фазиля,,
,Фаил ,proper,Фаиль,,
,Факия ,proper,Факия,,
,Фарадия ,proper,Фарадия,,
,Фаягөл ,proper,Фаягуль,,
,Фәхрия ,proper,Фахрия,,
,Фәнил ,proper,Фаниль,,
,Фәнисә ,proper,Фаниса,,
,Фәннүр ,proper,Фаннур,,
,Фәймә ,proper,Фаима,,
,Фәйрүзә ,proper,Файруза,,
,Фидаил ,proper,Фидаиль,,
,Фидания ,proper,Фидания,,
,Фәрваз ,proper,Фарваз,,
,Фәргать ,proper,Фаргат,,
,Фәтхия ,proper,Фатхия,,
,Фәннур ,proper,Фаннур,,
,Фәһимә ,proper,Фагима,,
,Фидая ,proper,Фидая,,
,Фикрәт ,proper,Фикрат,,
,Фәнүс ,proper,Фанус,,
,Фәнүсә ,proper,Фануса,,
,Фәрдөнә ,proper,Фардана,,
,Фәттах ,proper,Фаттах,,
,Фирдания ,proper,Фирдания,,
,Фирания ,proper,Фирания,,
,Филсинә ,proper,Фильсина,,
,Фирая ,proper,Фирая,,
,Фирдәвес ,proper,Фирдаус,,
,Флорид ,proper,Флорид,,
,Флюра ,proper,Флюра,,
,Фэрзәнә ,proper,Фарзана,,
,Халит ,proper,Халит,,
,Фирүзә ,proper,Фирюза,,
,Флёра ,proper,Флёра,,
,Флүр ,proper,Флюр,,
,Хабир ,proper,Хабир,,
,Һаҗәр ,proper,Хазяр,,
,Халидә ,proper,Халида,,
,Харрас ,proper,Харрас,,
,Хатыйп ,proper,Хатип,,
,Фирдәүсә ,proper,Фирдауса,,
,Фирсинә ,proper,Фирсина,,
,Хаҗирә ,proper,Хаджира,,
,Хаммат ,proper,Хаммат,,
,Фирдия ,proper,Фирдия,,
,Флүн ,proper,Флюн,,
,Фуат ,proper,Фуат,,
,Һава ,proper,Хава,,
,Һава ,noun,воздух,,
,Һава ,noun masculine,воздух,,
,Һава ,noun feminine,погода,,
,Һава ,noun masculine,вид,,
,Һава ,noun,воздухь1,,
,Һава ,adjective,воздушный,,
,Һава ,noun neuter,поветрие,,
,Хания ,proper,Хания,,
,Харис ,proper,Харис,,
,Хәдичә ,proper,Хадича,,
,Хәйри ,proper,Хайри,,
,Хәлиф ,proper,Халиф,,
,Хафиз ,proper,Хафиз,,
,Хәбирә ,proper,Хабира,,
,Хәй ,proper,Хай,,
,Хәкимә ,proper,Хакима,,
,Хәлим ,proper,Халим,,
,Хәлил ,proper,Халиль,,
,Һәдия ,proper,Хадия,,
,Һәдия ,noun masculine,подарок,,
,Хәйдәр ,proper,Хайдар,,
,Хәким ,proper,Хаким,,
,Хәким ,noun,правитель,,
,Хәлимә ,proper,Халима,,
,Хәнәфи ,proper,Ханафи,,
,Һәнүзә ,proper,Хануза,,
,Хәят ,proper,Хаят,,
,Хәмидә ,proper,Хамида,,
,Хәниф ,proper,Ханиф,,
,Хәсән ,proper,Хасан,,
,Хәтимә ,proper,Хатима,,
,Хисам ,proper,Хисам,,
,Хөррия ,proper,Хуррия,,
,Хәмдия ,proper,Хамдия,,
,Хәмзә ,proper,Хамза,,
,Һәнүз ,proper,Хануз,,
,Һидият ,proper,Хидият,,
,Хисмәт ,proper,Хисмат,,
,Чәчкә ,proper,Чачкя,,
,Чәчкә ,noun masculine,цветок,,
,Хәмит ,proper,Хамит,,
,Хәнифә ,proper,Ханифа,,
,Хәсәнә ,proper,Хасана,,
,Хәтирә ,proper,Хатиря,,
,Хөршид ,proper,Хуршид,,
,Шакирә ,proper,Шакира,,
,Шаһидә ,proper,Шагида,,
,Шәмси ,proper,Шамси,,
,Шәфика ,proper,Шафика,,
,Шифа ,proper,Шифа,,
,Эльвйра ,proper,Эльвира,,
,Энгель ,proper,Энгель,,
,Язилә ,proper,Язиля,,
,Ясәви ,proper,Ясави,,
,Ясирә ,proper,Ясира,,
,Яхъя ,proper,Яхъя,,
,Абзалов ,proper,Абзалов,,
,Абязов ,proper,Абязов,,
,Агишев ,proper,Агишев,,
,Айтматов ,proper,Айтматов,,
,Алиев ,proper,Алиев,,
,Алмаев ,proper,Алмаев,,
,Арсланов ,proper,Арсланов,,
,Ахунҗанов ,proper,Ахунзянов,,
,Багров ,proper,Багров,,
,Байтимеров ,proper,Байтимеров,,
,Хөсәен ,proper,Хусаин,,
,Хөршидә ,proper,Хуршида,,
,Баһаветдинов ,proper,Багаутдинов,,
,Хөсния ,proper,Хусния,,
,Шакир ,proper,Шакир,,
,Шаһид ,proper,Шагид,,
,Шаһит ,proper,Шагид,,
,Шаһит ,noun masculine,свидетель,,
,Шәриф ,proper,Шариф,,
,Шәяхмәт ,proper,Шаяхмет,,
,Энҗе ,proper,Энже,,
,Энҗе ,noun masculine,жемчуг,,
,Энҗе ,noun feminine,жемчужина,,
,Энҗе ,noun masculine,перл,,
,Якуп ,proper,Якуп,,
,Ярми ,proper,Ярми,,
,Абдуллаев ,proper,Абдуллаев,,
,Абрамов ,proper,Абрамов,,
,Авзалов ,proper,Авзалов,,
,Азнабаев ,proper,Азнабаев,,
,Алиуллов ,proper,Алиуллов,,
,Белов ,proper,Белов,,
,Бердников ,proper,Бердников,,
,Биктаһиров ,proper,Биктагиров,,
,Бирдемөхәммәдов ,proper,Бердымухаммедов,,
,Борисов ,proper,Борисов,,
,Шамил ,proper,Шамиль,,
,Шаһинур ,proper,Шаһинур,,
,Шаһсәнәм ,proper,Шахсенем,,
,Шәрифә ,proper,Шарифа,,
,Шәүкәт ,proper,Шавкат,,
,Шәүкәт ,proper,Шевкет,,
,Шиһап ,proper,Шигап,,
,Эльза ,proper,Эльза,,
,Юныс ,proper,Юнус,,
,Аблаев ,proper,Аблаев,,
,Агеев ,proper,Агеев,,
,Алексеев ,proper,Алексеев,,
,Алимов ,proper,Алимов,,
,Андреев ,proper,Андреев,,
,Шәмсегөл ,proper,Шамсегуль,,
,Шәмсия ,proper,Шамсия,,
,Шәрәф ,proper,Шараф,,
,Шәрәф ,noun feminine,честь,,
,Шәрәфи ,proper,Шарафи,,
,Эльмйра ,proper,Эльмира,,
,Язирә ,proper,Язира,,
,Якуб ,proper,Якуб,,
,Айдельдинов ,proper,Айдельдинов,,
,Аксаков ,proper,Аксаков,,
,Аксенов ,proper,Аксенов,,
,Акулов ,proper,Акулов,,
,Васильев ,proper,Васильев,,
,Вәлиәхмәтов ,proper,Валиахметов,,
,Волков ,proper,Волков,,
,Габдрафыйков ,proper,Габдрафыков,,
,Гаврилов ,proper,Гаврилов,,
,Гайнанов ,proper,Гайнанов,,
,Афанасьев ,proper,Афанасьев,,
,Ахунов ,proper,Ахунов,,
,Байдәүләтов ,proper,Байдаулетов,,
,Байтемиров ,proper,Байтемиров,,
,Асадуллаев ,proper,Асадуллаев,,
,Афзалов ,proper,Афзалов,,
,Бакиев ,proper,Бакиев,,
,Бакыев ,proper,Бакиев,,
,Арбузов ,proper,Арбузов,,
,Артемьев ,proper,Артемьев,,
,Асаев ,proper,Асаев,,
,Бабуров ,proper,Бабуров,,
,Галеев ,proper,Галеев,,
,Галимов ,proper,Галимов,,
,Гарипов ,proper,Гарипов,,
,Гаскәров ,proper,Гаскаров,,
,Гафаров ,proper,Гафаров,,
,Баранов ,proper,Баранов,,
,Бәйрәмов ,proper,Байрамов,,
,Гәрәев ,proper,Гараев,,
,Гершанов ,proper,Гершанов,,
,Гобәев ,proper,Губаев,,
,Голиков ,proper,Голиков,,
,Гумилев ,proper,Гумилев,,
,Гыйльманов ,proper,Гильманов,,
,Батраков ,proper,Батраков,,
,Баһманов ,proper,Бахманов,,
,Баязитов ,proper,Баязитов,,
,Бәйрамов ,proper,Байрамов,,
,Беляев ,proper,Беляев,,
,Бердыев ,proper,Бердыев,,
,Бариев ,proper,Бариев,,
,Басыйров ,proper,Басыров,,
,Бәдретдинов ,proper,Бадрутдинов,,
,Бехтерев ,proper,Бехтерев,,
,Бәширов ,proper,Баширов,,
,Бикбулатов ,proper,Бикбулатов,,
,Билалетдинов ,proper,Билалетдинов,,
,Булатов ,proper,Булатов,,
,Быков ,proper,Быков,,
,Ваһапов ,proper,Вагапов,,
,Гыйльфанов ,proper,Гильфанов,,
,Гыйматдинов ,proper,Гиматдинов,,
,Горбунов ,proper,Горбунов,,
,Бигичев ,proper,Бигичев,,
,Госманов ,proper,Гусманов,,
,Григорьев ,proper,Григорьев,,
,Грызлов ,proper,Грызлов,,
,Бикчәнтәев ,proper,Бикчантаев,,
,Билалов ,proper,Билалов,,
,Гусев ,proper,Гусев,,
,Благов ,proper,Благов,,
,Гыйләҗев ,proper,Гилязов,,
,Богданов ,proper,Богданов,,
,Борһанов ,proper,Бурганов,,
,Гыйльмиҗанов ,proper,Гильмизянов,,
,Годунов ,proper,Годунов,,
,Вельшаков ,proper,Вельшаков,,
,Бигнов ,proper,Бигнов,,
,Гордеев ,proper,Гордеев,,
,Бикмөхәммәтов ,proper,Бикмухамметов,,
,Гурьянов ,proper,Гурьянов,,
,Биләлетдинов ,proper,Билялетдинов,,
,Бохараев ,proper,Бухараев,,
,Бутлеров ,proper,Бутлеров,,
,Гомәров ,proper,Гумеров,,
,Горбачев ,proper,Горбачев,,
,Вәгыйзов ,proper,Вагизов,,
,Вәлитов ,proper,Валитов,,
,Гыймадиев ,proper,Гимадиев,,
,Владимиров ,proper,Владимиров,,
,Воробьев ,proper,Воробьев,,
,Гыймаев ,proper,Гимаев,,
,Гыймранов ,proper,Гимранов,,
,Власов ,proper,Власов,,
,Водопьянов ,proper,Водопьянов,,
,Габдрахманов ,proper,Габдрахманов,,
,Габишев ,proper,Габишев,,
,Газиев ,proper,Газиев,,
,Гыйльметдинов ,proper,Гильмутдинов,,
,Газизов ,proper,Газизов,,
,Галәветдинов ,proper,Галяветдинов,,
,Вахитов ,proper,Вахитов,,
,Вәлиев ,proper,Валиев,,
,Вилданов ,proper,Вилданов,,
,Давыдов ,proper,Давыдов,,
,Гайнетдинов ,proper,Гайнутдинов,,
,Девятаев ,proper,Девятаев,,
,Дементьев ,proper,Дементьев,,
,Галиәхмәтов ,proper,Галиахметов,,
,Галимҗанов ,proper,Галимзянов,,
,Демидов ,proper,Демидов,,
,Галләмов ,proper,Галлямов,,
,Ганеев ,proper,Ганеев,,
,Гаттаров ,proper,Гаттаров,,
,Галәвов ,proper,Галявов,,
,Әбүбәкеров ,proper,Абубакиров,,
,Галиев ,proper,Галиев,,
,Евсюков ,proper,Евсюков,,
,Егоров ,proper,Егоров,,
,Ганиев ,proper,Ганиев,,
,Гафуров ,proper,Гафуров,,
,Елизаров ,proper,Елизаров,,
,Гаффаров ,proper,Гаффаров,,
,Глебов ,proper,Глебов,,
,Дәүләтов ,proper,Давлетов,,
,Дуров ,proper,Дуров,,
,Ганибаев ,proper,Ганибаев,,
,Евкуров ,proper,Евкуров,,
,Әгъләмов ,proper,Агълямов,,
,Әзһәмов ,proper,Азхамов,,
,Дьяконов ,proper,Дьяконов,,
,Даутов ,proper,Даутов,,
,Дергунов ,proper,Дергунов,,
,Динәхмәтов ,proper,Динахметов,,
,Әбүзәров ,proper,Абузаров,,
,Әйделдинов ,proper,Айдельдинов,,
,Ефимов ,proper,Ефимов,,
,Ершов ,proper,Ершов,,
,Емельянов ,proper,Емельянов,,
,Әпсәләмов ,proper,Апсалямов,,
,Әлмиев ,proper,Альмиев,,
,Әминов ,proper,Аминов,,
,Әмиров ,proper,Амиров,,
,Еникеев ,proper,Еникеев,,
,Ермаков ,proper,Ермаков,,
,Әүхәдиев ,proper,Аухадиев,,
,Әхияров ,proper,Ахияров,,
,Әхмәдуллов ,proper,Ахмадуллов,,
,Әхмәров ,proper,Ахмеров,,
,Әхтәмов ,proper,Ахтямов,,
,Әюпов ,proper,Аюпов,,
,Җаббаров ,proper,Заббаров,,
,Әхмәтҗанов ,proper,Ахметзянов,,
,Әхмәтвәлиев ,proper,Ахметвалиев,,
,Әхмәтов ,proper,Ахметов,,
,Җамалетдинов ,proper,Замалетдинов,,
,Җамалиев ,proper,Замалиев,,
,Җәлилов ,proper,Джалилов,,
,Җиһангиров ,proper,Джигангиров,,
,Җиһанов ,proper,Жиганов,,
,Жуков ,proper,Жуков,,
,Зайцев ,proper,Зайцев,,
,Зиннәтов ,proper,Зиннатов,,
,Зубков ,proper,Зубков,,
,Зыятдинов ,proper,Зыятдинов,,
,Ибраһимов ,proper,Ибрагимов,,
,Измайлов ,proper,Измайлов,,
,Илюмжинов ,proper,Илюмжинов,,
,Исмәгыйлев ,proper,Исмагилов,,
,Ихсанов ,proper,Ихсанов,,
,Казаков ,proper,Казаков,,
,Җәббаров ,proper,Заббаров,,
,Закиров ,proper,Закиров,,
,Зарипов ,proper,Зарипов,,
,Зотов ,proper,Зотов,,
,Зюганов ,proper,Зюганов,,
,Иванов ,proper,Иванов,,
,Җәләлов ,proper,Залялов,,
,Җәмилев ,proper,Джамилев,,
,Журов ,proper,Журов,,
,Закаев ,proper,Закаев,,
,Захаров ,proper,Захаров,,
,Заһидуллов ,proper,Загидуллов,,
,Зәбиров ,proper,Забиров,,
,Зиннуров ,proper,Зиннуров,,
,Җәләлетдинов ,proper,Залялетдинов,,
,Җәүһәров ,proper,Джаухаров,,
,Зәкиев ,proper,Закиев,,
,Зиновьев ,proper,Зиновьев,,
,Зурабов ,proper,Зурабов,,
,Камалетдинов ,proper,Камалетдинов,,
,Камалов ,proper,Камалов,,
,Идрисов ,proper,Идрисов,,
,Илдарханов ,proper,Илдарханов,,
,Имамов ,proper,Имамов,,
,Исламов ,proper,Исламов,,
,Йосыпов ,proper,Юсупов,,
,Кадыйров ,proper,Кадыров,,
,Качалов ,proper,Качалов,,
,Кәбиров ,proper,Кабиров,,
,Иделбаев ,proper,Идельбаев,,
,Изместьев ,proper,Изместьев,,
,Илишев ,proper,Илишев,,
,Ильясов ,proper,Ильясов,,
,Иннов ,proper,Иннов,,
,Исмәгыйлов ,proper,Исмагилов,,
,Искәндәров ,proper,Искандеров,,
,Исхаков ,proper,Исхаков,,
,Кандилов ,proper,Кандилов,,
,Касыймов ,proper,Касимов,,
,Котдусов ,proper,Котдусов,,
,Крутиков ,proper,Крутиков,,
,Куприянов ,proper,Куприянов,,
,Калашников ,proper,Калашников,,
,Карпов ,proper,Карпов,,
,Каспаров ,proper,Каспаров,,
,Кадыров ,proper,Кадыров,,
,Камалиев ,proper,Камалиев,,
,Камалтынов ,proper,Камалтынов,,
,Каменьков ,proper,Каменьков,,
,Кантюков ,proper,Кантюков,,
,Кариев ,proper,Кариев,,
,Латыйпов ,proper,Латыпов,,
,Логинов ,proper,Логинов,,
,Львов ,proper,Львов,,
,Каһиров ,proper,Кагиров,,
,Каюмов ,proper,Каюмов,,
,Касьянов ,proper,Касьянов,,
,Макаров ,proper,Макаров,,
,Малахов ,proper,Малахов,,
,Медведев ,proper,Медведев,,
,Мәҗитов ,proper,Мазитов,,
,Киров ,proper,Киров,,
,Козырев ,proper,Козырев,,
,Кондратьев ,proper,Кондратьев,,
,Коновалов ,proper,Коновалов,,
,Корманов ,proper,Курманов,,
,Косов ,proper,Косов,,
,Крикунов ,proper,Крикунов,,
,Кузнецов ,proper,Кузнецов,,
,Кашапов ,proper,Кашапов,,
,Миначев ,proper,Миначев,,
,Мөлеков ,proper,Мулюков,,
,Морозов ,proper,Морозов,,
,Кәримов ,proper,Каримов,,
,Килдеяров ,proper,Килдеяров,,
,Козлов ,proper,Козлов,,
,Конов ,proper,Конов,,
,Куйбышев ,proper,Куйбышев,,
,Королев ,proper,Королев,,
,Красильников ,proper,Красильников,,
,Крганов ,proper,Крганов,,
,Кузеев ,proper,Кузеев,,
,Лавров ,proper,Лавров,,
,Лобов ,proper,Лобов,,
,Мазгаров ,proper,Мазгаров,,
,Мөхетдинов ,proper,Мухутдинов,,
